CustomerID,Recency,Frequency,Monetary,AvgSpend,SpendStd,TotalQuantity,UniqueProducts,R_score,F_score,M_score,RFM_Score,Segment,Churn,Churn_Prob,CLV
12346,325,1,77183.6,77183.6,0.0,74215,1,1,1,5,115,At Risk,1,1.0,77183.6
12347,1,7,4310.0,23.681318681318682,23.28990231050118,2458,103,5,4,5,545,Loyal,0,0.0,30170.0
12348,74,4,1797.24,57.97548387096774,48.51485730087981,2341,22,2,3,4,234,At Risk,0,0.0,7188.96
12349,18,1,1757.55,24.076027397260273,34.655912704589504,631,73,4,1,4,414,Others,0,0.0,1757.55
12350,309,1,334.4,19.670588235294115,7.275538185065964,197,17,1,1,2,112,At Risk,1,1.0,334.4
12352,35,8,2506.04,29.482823529411764,51.68790029756352,536,59,3,4,5,345,Others,0,0.0,20048.32
12353,203,1,89.0,22.25,12.215427404174878,20,4,1,1,1,111,At Risk,1,1.0,89.0
12354,231,1,1079.4,18.610344827586207,8.679742086377074,530,58,1,1,4,114,At Risk,1,1.0,1079.4
12355,213,1,459.4,35.33846153846154,29.70352219466962,240,13,1,1,2,112,At Risk,1,1.0,459.4
12356,22,3,2811.43,47.65135593220339,48.5722968956169,1591,53,4,2,5,425,Others,0,0.0,8434.289999999999
12357,32,1,6207.67,47.38679389312977,39.56476161876249,2708,131,4,1,5,415,Others,0,0.0,6207.67
12358,1,2,1168.06,61.47684210526315,52.27752321904825,248,13,5,1,4,514,Others,0,0.0,2336.12
12359,57,4,6310.03,25.755224489795918,31.521902111972487,1609,214,3,3,5,335,Others,0,0.0,25240.12
12360,51,3,2662.06,20.63612403100775,21.39461772670865,1165,105,3,2,5,325,Others,0,0.0,7986.18
12361,286,1,189.9,18.990000000000002,3.280396317520186,91,10,1,1,1,111,At Risk,1,1.0,189.9
12362,2,10,5226.23,19.647481203007516,9.664671282056695,2229,201,5,4,5,545,Loyal,0,0.0,52262.299999999996
12363,109,2,552.0,24.0,15.751238912311859,408,23,2,1,3,213,At Risk,1,1.0,1104.0
12364,7,4,1313.1,15.448235294117646,8.910810071730502,1506,70,5,3,4,534,Others,0,0.0,5252.4
12365,290,2,641.38,29.153636363636362,65.1966351414414,174,22,1,1,3,113,At Risk,1,1.0,1282.76
12367,3,1,168.9,15.354545454545455,5.648958069655612,173,11,5,1,1,511,Others,0,0.0,168.9
12370,50,4,3541.94,21.33698795180723,21.13609480485583,2352,143,3,3,5,335,Others,0,0.0,14167.76
12371,44,2,1887.96,29.96761904761905,44.277857887191665,591,63,3,1,4,314,Others,0,0.0,3775.92
12372,71,3,1298.04,24.962307692307693,16.38258168926466,794,34,3,2,4,324,Others,0,0.0,3894.12
12373,310,1,364.6,26.042857142857144,10.26028296848613,197,14,1,1,2,112,At Risk,1,0.99,364.6
12374,24,1,742.9300000000001,22.513030303030305,19.77401063973374,342,33,4,1,3,413,Others,0,0.0,742.9300000000001
12375,10,2,457.5,26.91176470588235,14.672205115154863,178,14,5,1,2,512,Others,0,0.0,915.0
12377,314,2,1628.12,21.144415584415583,15.531661592534688,944,72,1,1,4,114,At Risk,1,1.0,3256.24
12378,129,1,4008.62,18.30420091324201,8.958342412809236,2529,219,2,1,5,215,At Risk,1,0.99,4008.62
12379,81,2,852.24,21.306,12.201029969133439,407,39,2,1,3,213,At Risk,0,0.0,1704.48
12380,21,4,2724.81,26.200096153846154,27.08885288224848,1127,77,4,3,5,435,Others,0,0.0,10899.24
12381,4,5,1845.31,21.21045977011494,25.892950235134975,808,70,5,3,4,534,Others,0,0.0,9226.55
12383,184,5,1850.56,18.69252525252525,12.680055152091024,1532,84,1,3,4,134,At Risk,1,1.0,9252.8
12384,28,2,585.27,21.676666666666666,17.295302608156128,126,26,4,1,3,413,Others,0,0.0,1170.54
12386,337,2,401.9,40.19,22.821064830546362,354,10,1,1,2,112,At Risk,1,1.0,803.8
12388,15,6,2780.66,27.8066,16.84279813241532,1462,57,4,3,5,435,Others,0,0.0,16683.96
12390,79,1,549.84,17.1825,7.172142344268664,353,32,2,1,3,213,At Risk,0,0.0,549.84
12391,21,1,439.66,4.72752688172043,5.703881336025948,293,92,4,1,2,412,Others,0,0.0,439.66
12393,71,4,1582.6000000000001,24.728125000000002,18.045403220237354,816,47,3,3,4,334,Others,0,0.0,6330.400000000001
12394,63,2,1272.48,47.12888888888889,64.92458923381407,819,26,3,1,4,314,Others,0,0.0,2544.96
12395,18,12,3018.63,19.350192307692307,12.640153861413182,2118,91,4,4,5,445,Loyal,0,0.0,36223.56
12397,35,2,2409.9,19.126190476190477,15.703009487720134,1263,110,3,1,5,315,Others,0,0.01,4819.8
12398,45,1,1635.6599999999999,19.24305882352941,22.43008874276701,1394,85,3,1,4,314,Others,0,0.01,1635.6599999999999
12399,118,4,1108.65,18.790677966101697,10.491168020243927,1178,47,2,3,4,234,At Risk,1,0.99,4434.6
12401,302,1,84.3,16.86,5.419340365764086,11,5,1,1,1,111,At Risk,1,1.0,84.3
12402,322,1,225.6,20.509090909090908,7.2340105813379285,94,11,1,1,1,111,At Risk,1,1.0,225.6
12403,49,1,427.7,85.53999999999999,64.97959679776415,96,5,3,1,2,312,Others,0,0.01,427.7
12405,148,1,1710.39,31.67388888888889,42.769103308331616,857,54,2,1,4,214,At Risk,1,1.0,1710.39
12406,21,2,3415.3,32.52666666666667,23.678103145939364,1818,92,4,1,5,415,Others,0,0.0,6830.6
12407,49,5,1708.1200000000001,22.183376623376624,16.695276404955607,1416,57,3,3,4,334,Others,0,0.0,8540.6
12408,32,5,2888.55,27.51,24.172746971617563,1409,81,4,3,5,435,Others,0,0.0,14442.75
12409,78,3,11072.67,101.58412844036697,61.50616794139595,5551,91,2,2,5,225,At Risk,0,0.0,33218.01
12410,308,2,693.3299999999999,26.666538461538458,28.210280245656218,211,26,1,1,3,113,At Risk,1,0.99,1386.6599999999999
12412,74,3,1226.88,20.112786885245903,12.510621638051878,829,43,2,2,4,224,At Risk,0,0.0,3680.6400000000003
12413,66,3,758.1,19.95,10.267213627643855,286,29,3,2,3,323,Others,0,0.0,2274.3
12414,216,3,562.41,31.244999999999997,18.57288607241275,300,16,1,2,3,123,At Risk,1,1.0,1687.23
12415,23,21,124914.53,174.95032212885152,181.1023956131187,77374,444,4,4,5,445,Loyal,0,0.0,2623205.13
12417,2,9,3649.1,19.005729166666665,11.076127647062123,1552,158,5,4,5,545,Loyal,0,0.0,32841.9
12418,112,1,668.58,19.664117647058823,16.13403350302239,407,34,2,1,3,213,At Risk,1,0.99,668.58
12420,63,1,600.39,20.70310344827586,9.201862041164851,345,29,3,1,3,313,Others,0,0.0,600.39
12421,15,4,807.04,17.93422222222222,11.561200883065126,484,32,4,3,3,433,Others,0,0.0,3228.16
12422,95,3,803.5600000000001,20.604102564102565,17.520070403299535,370,39,2,2,3,223,At Risk,1,1.0,2410.6800000000003
12423,0,8,1859.31,14.87448,7.838852929581782,1339,97,5,4,4,544,Loyal,0,0.0,14874.48
12424,162,2,1760.96,58.69866666666667,62.474226064024606,740,30,2,1,4,214,At Risk,1,1.0,3521.92
12425,77,1,777.2,21.58888888888889,14.685976941632408,496,36,2,1,3,213,At Risk,0,0.0,777.2
12426,194,1,582.73,19.424333333333333,11.490219434096032,258,30,1,1,3,113,At Risk,1,1.0,582.73
12427,21,3,825.8,26.638709677419353,17.504324559364463,533,26,4,2,3,423,Others,0,0.0,2477.3999999999996
12428,25,9,7956.46,27.062789115646257,43.42766763742172,3536,258,4,4,5,445,Loyal,0,0.0,71608.14
12429,8,4,3750.4,38.66391752577319,35.84802256740429,1557,82,5,3,5,535,Others,0,0.0,15001.6
12430,42,1,256.4,23.30909090909091,14.033241574593845,117,11,3,1,2,312,Others,0,0.0,256.4
12431,35,15,6419.95,27.43568376068376,50.3752979156293,2896,163,3,4,5,345,Others,0,0.0,96299.25
12432,42,5,5059.32,46.845555555555556,75.6796474737069,1801,107,3,3,5,335,Others,0,0.0,25296.6
12433,0,7,13375.87,31.847309523809525,27.0369316523465,11071,219,5,4,5,545,Loyal,0,0.0,93631.09000000001
12434,84,2,806.14,16.122799999999998,8.336415331029794,394,46,2,1,3,213,At Risk,0,0.0,1612.28
12435,79,2,7829.89,217.49694444444447,118.22086735838245,2055,31,2,1,5,215,At Risk,0,0.03,15659.78
12436,99,1,509.01,31.813125,18.84557161731459,211,16,2,1,3,213,At Risk,1,1.0,509.01
12437,1,18,4951.41,24.88145728643216,18.247716430729014,2922,118,5,4,5,545,Loyal,0,0.0,89125.38
12438,13,2,2906.85,29.66173469387755,40.54791789245686,1180,84,4,1,5,415,Others,0,0.0,5813.7
12441,366,1,173.55,15.77727272727273,4.004083143265363,121,11,1,1,1,111,At Risk,1,1.0,173.55
12442,2,1,172.06,14.338333333333333,8.012192791822558,182,12,5,1,1,511,Others,0,0.0,172.06
12444,20,5,5005.46,28.440113636363638,36.38456452930298,1153,138,4,3,5,435,Others,0,0.0,25027.3
12445,21,1,133.4,33.35,16.22621335986927,62,4,4,1,1,411,Others,0,0.0,133.4
12446,57,1,1002.3100000000001,17.584385964912283,6.119333243775087,351,57,3,1,4,314,Others,0,0.0,1002.3100000000001
12447,242,1,476.49,18.326538461538462,7.176101973805942,190,26,1,1,2,112,At Risk,1,1.0,476.49
12448,43,1,449.45,20.429545454545455,19.12305152907218,243,22,3,1,2,312,Others,0,0.0,449.45
12449,21,4,4067.29,21.294712041884818,17.994325824835112,1553,118,4,3,5,435,Others,0,0.0,16269.16
12450,155,2,197.88,24.735,18.193495698031363,128,7,2,1,1,211,At Risk,1,1.0,395.76
12451,10,5,9035.52,25.524067796610172,21.135579050968854,6575,265,5,3,5,535,Others,0,0.0,45177.600000000006
12452,16,2,430.57,19.571363636363635,16.023037669155816,185,21,4,1,2,412,Others,0,0.0,861.14
12453,133,1,707.09,16.443953488372095,5.037722056802528,473,43,2,1,3,213,At Risk,1,0.99,707.09
12454,55,1,3528.34,235.22266666666667,104.4952025875328,1006,15,3,1,5,315,Others,0,0.01,3528.34
12455,72,6,2466.86,27.409555555555556,23.523037711380642,2089,85,2,3,5,235,At Risk,0,0.0,14801.16
12456,43,3,3181.04,25.44832,34.238720340309676,1633,105,3,2,5,325,Others,0,0.0,9543.119999999999
12457,65,7,2363.23,38.11661290322581,46.29048069629005,843,53,3,4,5,345,Others,0,0.0,16542.61
12458,70,2,947.4,24.931578947368422,18.02832329094384,506,35,3,1,4,314,Others,0,0.0,1894.8
12461,93,2,826.88,23.62514285714286,32.83688746905623,287,35,2,1,3,213,At Risk,1,1.0,1653.76
12462,18,2,1189.59,19.186935483870965,21.327398878292733,536,51,4,1,4,414,Others,0,0.0,2379.18
12463,52,4,1344.78,16.202168674698793,7.328468719731287,776,65,3,3,4,334,Others,0,0.0,5379.12
12464,9,8,1212.05,41.79482758620689,26.566101335118468,112,6,5,4,4,544,Loyal,0,0.0,9696.4
12465,16,2,742.1899999999999,15.79127659574468,6.353031668294546,479,46,4,1,3,413,Others,0,0.0,1484.3799999999999
12468,187,2,729.5400000000001,19.19842105263158,11.894366717135766,366,36,1,1,3,113,At Risk,1,0.99,1459.0800000000002
12471,1,30,19788.65,43.11252723311547,76.27398097613951,8200,150,5,4,5,545,Loyal,0,0.0,593659.5
12472,31,7,6572.11,19.386755162241887,15.530018825041692,4148,219,4,4,5,445,Loyal,0,0.0,46004.77
12473,28,5,3928.0499999999997,23.52125748502994,53.393613908786236,2414,140,4,3,5,435,Others,0,0.0,19640.25
12474,16,18,7324.09,17.355663507109004,10.205039596648508,4833,253,4,4,5,445,Loyal,0,0.0,131833.62
12475,53,1,723.38,20.093888888888888,10.979105942725358,535,36,3,1,3,313,Others,0,0.0,723.38
12476,15,11,6816.42,29.255021459227468,26.005650763997817,2408,177,4,4,5,445,Loyal,0,0.0,74980.62
12477,22,6,13219.74,44.065799999999996,48.76364839072834,3653,191,4,3,5,435,Others,0,0.0,79318.44
12478,3,1,680.99,18.91638888888889,20.812875568850277,236,36,5,1,3,513,Others,0,0.0,680.99
12479,10,1,527.2,17.006451612903227,9.067401152254927,385,31,5,1,3,513,Others,0,0.0,527.2
12480,27,4,3281.63,21.309285714285714,28.908123428200177,1707,129,4,3,5,435,Others,0,0.0,13126.52
12481,22,10,5579.82,25.8325,20.64966871179722,3294,150,4,4,5,445,Loyal,0,0.0,55798.2
12483,16,8,2484.98,33.133066666666664,31.407259488477756,1110,46,4,4,5,445,Loyal,0,0.0,19879.84
12484,32,6,4527.32,13.199183673469387,17.20399297214061,2187,256,4,3,5,435,Others,0,0.0,27163.92
12488,9,3,1298.66,23.612000000000002,16.826931830099472,529,46,5,2,4,524,Others,0,0.0,3895.9800000000005
12489,335,1,334.93,22.328666666666667,8.673208227200645,105,15,1,1,2,112,At Risk,1,1.0,334.93
12490,4,10,5417.93,22.114,17.133910877765565,3064,131,5,4,5,545,Loyal,0,0.0,54179.3
12491,38,1,460.40000000000003,17.70769230769231,9.367493712916943,260,25,3,1,2,312,Others,0,0.0,460.40000000000003
12492,62,2,263.21000000000004,13.160500000000003,5.372805280200221,192,19,3,1,2,312,Others,0,0.0,526.4200000000001
12493,165,2,433.74,19.715454545454545,5.7762227955256185,207,20,2,1,2,212,At Risk,1,1.0,867.48
12494,15,7,1246.1000000000001,16.183116883116885,7.523139437715911,707,63,4,4,4,444,Loyal,0,0.0,8722.7
12497,81,1,1043.1,74.50714285714285,44.84968852109857,1236,14,2,1,4,214,At Risk,0,0.0,1043.1
12498,20,3,403.70000000000005,17.55217391304348,6.960856110175046,159,21,4,2,2,422,Others,0,0.0,1211.1000000000001
12500,22,11,4257.82,69.80032786885245,96.51899053152205,2678,34,4,4,5,445,Loyal,0,0.0,46836.02
12501,336,1,2169.39,14.559664429530201,11.642558487285982,1783,149,1,1,5,115,At Risk,1,1.0,2169.39
12502,95,5,3723.87,25.332448979591835,29.728509806771058,820,102,2,3,5,235,At Risk,1,1.0,18619.35
12504,17,2,482.04999999999995,53.5611111111111,46.544862617813266,90,6,4,1,2,412,Others,0,0.0,964.0999999999999
12506,232,1,73.5,3.1956521739130435,2.086586656124731,23,23,1,1,1,111,At Risk,1,1.0,73.5
12507,133,3,1304.81,62.13380952380952,54.53008953561239,894,19,2,2,4,224,At Risk,1,1.0,3914.43
12508,25,2,397.88,5.851176470588236,4.4301640849001975,271,57,4,1,2,412,Others,0,0.0,795.76
12509,283,1,176.5,25.214285714285715,18.9161684431977,55,7,1,1,1,111,At Risk,1,1.0,176.5
12510,142,2,982.5699999999999,29.774848484848484,32.124828805109225,353,29,2,1,4,214,At Risk,1,1.0,1965.1399999999999
12512,65,2,132.18,4.263870967741935,2.920629700845755,96,31,3,1,1,311,Others,0,0.01,264.36
12513,112,1,612.29,17.494,9.986948600695868,462,35,2,1,3,213,At Risk,1,0.99,612.29
12514,266,1,1017.68,19.954509803921567,10.635650297696987,440,51,1,1,4,114,At Risk,1,1.0,1017.68
12515,352,1,383.7,23.98125,22.111873695671594,131,16,1,1,2,112,At Risk,1,1.0,383.7
12516,77,2,1312.06,50.46384615384615,32.54597290933833,875,20,2,1,4,214,At Risk,0,0.0,2624.12
12517,27,5,2481.6,8.894623655913978,8.363324253769132,1361,232,4,3,5,435,Others,0,0.0,12408.0
12518,0,5,2056.89,16.58782258064516,8.975297314683546,1318,84,5,3,5,535,Others,0,0.0,10284.449999999999
12519,63,1,330.84,19.461176470588235,11.00820709877007,175,17,3,1,2,312,Others,0,0.0,330.84
12520,78,5,2634.26,17.330657894736845,11.726679982218656,1439,121,2,3,5,235,At Risk,0,0.0,13171.300000000001
12521,142,1,599.68,15.781052631578946,8.921051867890215,309,38,2,1,3,213,At Risk,1,1.0,599.68
12522,38,2,192.72,16.06,4.292248827829067,194,11,3,1,1,311,Others,0,0.0,385.44
12523,18,11,1789.77,16.884622641509434,5.421290511365846,865,84,4,4,4,444,Loyal,0,0.0,19687.47
12524,8,8,4485.72,31.150833333333335,33.07600885140862,3699,113,5,4,5,545,Loyal,0,0.0,35885.76
